tickerID,longName,sector,industry,fullTimeEmployees,city,country,companyOfficers,maxAge,isEsgPopulated,fundFamily,forwardPE,targetLowPrice,targetHighPrice,targetMedianPrice,targetMeanPrice,numberOfAnalystOpinions,recommendationMean,recommendationKey,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,trailingEps,financialCurrency,sharesOutstanding,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,lastDividendDate,exDividendDate,fundInceptionDate,heldPercentInsiders,ebitdaMargins,profitMargins,grossMargins,operatingMargins,revenueGrowth,earningsGrowth,threeYearAverageReturn,dividendYield,dividendRate,payoutRatio,lastCapGain,currentRatio,debtToEquity,returnOnEquity,totalCashPerShare,revenuePerShare,quickRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,annualReportExpenseRatio,bookValue,sharesShort,priceToBook,yield,shortRatio,beta,pegRatio,enterpriseValue,marketCap,operatingCashflow,ebitda,grossProfits,freeCashflow,totalCash,totalDebt,totalRevenue,algorithm,averageVolume
1246.HK,Boill Healthcare Holdings Limited,Real Estate,Real Estate—Development,129,Sheung Wan,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.12,HKD,1358000000,1617148800,1680220800,1632960000,,,,0.58456004,0.014889999,-0.07798,0.09897,0.0118700005,41.894,,,,,0,,0.489,101.685,-0.13459,0.099,0.771,0.053,1.518,101.984,,,0.346,,0.49710986,,,0.620365,,1577995008,233576000,-221856000,15473000,18971000,156315872,134912000,965518016,1039350016,,78176
1247.HK,Miko International Holdings Limited,Consumer Cyclical,Apparel Manufacturing,310,Quanzhou,China,[],1,False,,,,,,,,,none,,,,-0.227791,CNY,118080000,1609372800,1672444800,1625011200,,1432684800,,0.28178,-0.43467,-0.5252,0.01492,-0.49977002,0.39,,,,,0,,1.888,40.177,-0.41006002,0.365,1.288,1.565,0.516,-1.188,,,1.193,,0.364627,,,1.140011,,68445200,51364800,-12344000,-57613000,778000,18616500,43082000,56620000,132545000,,21221
0125.HK,Sun Hing Vision Group Holdings Limited,Consumer Cyclical,Luxury Goods,4000,Kwun Tong,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.63,HKD,262778000,1617148800,1680220800,1632960000,,1639699200,,0.66177005,0.045229997,0.03151,0.19794,0.01987,0.613,,,,,0,,2.424,8.463,0.03521,1.174,3.349,1.999,0.085,1.879,,,2.954,,0.42315504,,,0.066961,,74788728,328472512,-6577000,39809000,130373000,-40076376,308540992,65665000,880075008,,7554
1251.HK,SPT Energy Group Inc.,Energy,Oil & Gas Integrated,4177,Beijing,China,[],1,False,,28,0.2,0.2,0.2,0.2,1,,none,,0.01,,0.119572,CNY,1853779968,1609372800,1672444800,1625011200,,1402444800,,0.35145,-0.03102,-0.07503,0.58149,-0.070700005,-0.046,-0.162,,,,0,,1.886,48.147,-0.07452,0.166,0.68,1.168,0.638,-20.574,,,0.659,,0.4248862,,,1.548422,,804907520,519058400,-171920000,-39123000,727591000,-71236752,307097984,596000000,1261408000,,2826243
1250.HK,Beijing Enterprises Clean Energy Group Limited,Utilities,Utilities—Independent Power Producers,1930,Wan Chai,Hong Kong,[],1,False,,,0.08,0.08,0.08,0.08,1,,none,,,,0.0272,HKD,63525400576,1609372800,1672444800,1625011200,,1402272000,,0.64938,0.53985,0.10592,0.46256,0.3813,0.321,0.009,,,,0,,1.019,238.597,0.0801,0.037,0.099,0.811,6.355,11.771,,,0.164,,0.56707317,,,1.914775,,39944335360,5907862528,1149847040,3393470976,2662864000,-2529239040,2374039040,32568778752,6285941760,,73288022
1257.HK,China Everbright Greentech Limited,Industrials,Pollution & Treatment Controls,2400,Admiralty,Hong Kong,[],1,False,,,2.3,4.1,3.5,3.43,9,2.1,buy,,,,,HKD,2066080000,1609372800,1672444800,1625011200,,1630972800,,0.00022,0.32976002,0.13951,0.29349002,0.26352,0.017,-0.146,,0.048800003,0.14,0.2242,,1.48,137.924,0.11184,1.191,4.796,1.427,2.303,6.984,,,6.523,,0.4047218,,,0.443536,,22817953792,5454451200,355672992,3267365120,3011540000,-3182728192,2459864064,19100745728,9908243456,,2693012
1259.HK,Prosperous Future Holdings Limited,Consumer Defensive,Household & Personal Products,982,Central,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.384847,CNY,2274119936,1609372800,1672444800,1625011200,,1433894400,,0.25094,-0.03928,-0.05659,0.21788,-0.05366,-0.076,,,,,0,,1.582,26.618,-0.08582,0.19,0.627,1,-0.017,0.441,,,0.343,,0.2069971,,,0.018815,,-19798744,161462528,17697000,-44853000,254990000,-106006872,362443008,186206000,1141944064,,11724078
1252.HK,China Tianrui Group Cement Company Limited,Basic Materials,Building Materials,7434,Ruzhou,China,[],1,False,,,,,,,,,none,,,,0.69285,CNY,2938279936,1609372800,1672444800,1625011200,,1433376000,,0.7843,0.30382,0.14965999,0.33330002,0.21455999,0.091,0.045,,,,0,,1.422,55.089,0.13598,0.776,4.305,0.464,1.958,6.445,,,5.257,,1.1984022,,,0.007571,,24771133440,18511163392,3380729088,3843230976,4197961000,1636101120,2280965888,8603700224,12649841664,,1617725
1255.HK,TATA Health International Holdings Limited,Consumer Cyclical,Footwear & Accessories,178,Kwai Chung,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.22,HKD,242844992,1609372800,1672444800,1625011200,,1426636800,,0.79757005,-0.6795,-0.62732,0.45023,-0.65800005,-0.076,,,,,0,,1.677,185.954,-1.57586,0.234,0.687,1.36,2.741,-4.034,,,0.237,,6.2869196,,,1.613724,,409513856,361839040,-8576000,-101504000,34283000,-47413376,56883000,99030000,149380000,,148375
1258.HK,China Nonferrous Mining Corporation Limited,Basic Materials,Copper,8553,Beijing,China,[],1,False,,,4.37,4.37,4.37,4.37,1,2,buy,,,,0.301357,USD,3739040000,1609372800,1672444800,1625011200,,1625443200,,0.69537,0.26803,0.09034,0.2796,0.22795999,1.238,8.967,,0.0367,0.11,0.1491,,2.092,50.176,0.27809998,0.225,1.068,1.474,3.238,12.082,,,0.381,,8.005249,,,1.207526,,12188838912,11404071936,782438976,1008867968,629442000,347889984,841201984,1043907008,3764007936,,5063155
0126.HK,Carrianna Group Holdings Company Limited,Consumer Cyclical,Restaurants,1550,Kwai Chung,Hong Kong,[],1,False,,,,,,,,,none,,,,0.0112,HKD,1571360000,1617148800,1680220800,1632960000,,1631577600,,0.62523,0.18526,0.06245,0.47198,0.0919,0.085,-0.439,,0.044099998,0.03,0.885,,1.12,43.779,0.02082,0.525,0.606,0.659,2.403,12.969,,,2.528,,0.23338605,,,0.73824,,2009758464,927102336,213227008,154970000,366479000,-77102000,825116032,1747513984,836504000,,710201
1260.HK,Wonderful Sky Financial Group Holdings Limited,Industrials,Specialty Business Services,143,Central,Hong Kong,[],1,False,,,,,,,,,none,,,,0.063,HKD,1151449984,1617148800,1680220800,1632960000,,1569974400,,0.70834,0.18533,0.24252,0.48977003,0.073359996,0.053,-0.479,,,,0,,4.025,,0.058140002,0.459,0.331,4.025,-0.422,-2.276,,,1.364,,0.20161292,,,1.037631,,-160564720,316648768,-95110000,70547000,169570000,-52911000,529030016,0,380660000,,146625
1262.HK,Labixiaoxin Snacks Group Limited,Consumer Defensive,Packaged Foods,1170,Jinjiang,China,[],1,False,,,,,,,,,none,,,,-0.145275,CNY,1328979968,1609372800,1672444800,1625011200,,1369612800,,0.54993,0.07209,0.12048,0.32557,-0.00017000001,0.445,,,,,0,,0.998,119.835,0.16314,0.015,0.467,0.448,2.018,27.993,,,0.373,,1.3941019,,,-0.690647,,1251455232,691069568,-158579008,44706000,166544000,-150128000,19892000,593569024,620126016,,413078
1266.HK,Xiwang Special Steel Company Limited,Basic Materials,Steel,3712,Binzhou,China,[],1,False,,,,,,,,,none,,,,0.009722,CNY,2369110016,1609372800,1672444800,1625011200,,1562803200,,0.37036,0.061300002,0.023659999,0.05248,0.0359,1.087,,,,,0,,0.422,61.644,0.08515,0.188,8.627,0.058,0.2,3.265,,,2.497,,0.15218262,,,0.759822,,4090334720,900261824,2294897920,1252834944,468807000,74827376,444406016,3646323968,20438581248,,10192484
1265.HK,Tianjin Jinran Public Utilities Company Limited,Utilities,Utilities—Regulated Gas,739,Tianjin,China,[],1,False,,,,,,,,,none,,,,0.022772,CNY,500060000,1609372800,1672444800,1625011200,,1625011200,,0.08899,-0.00403,-0.01516,-0.01764,-0.03994,0.161,,,0.122700006,0.06,,,2.556,,-0.013049999,0.614,0.79,2.495,-0.154,38.283,,,0.902,,0.5210643,,,0.550636,,-224488208,864475648,243601920,-5863900,-18998437,271398624,1129906304,0,1453329536,,614062
1268.HK,China MeiDong Auto Holdings Limited,Consumer Cyclical,Auto & Truck Dealerships,5564,Dongguan,China,[],1,False,,,40.09,56.42,52.61,51.87,12,1.3,strong_buy,,,,0.302842,CNY,1245059968,1609372800,1672444800,1625011200,,1631664000,,0.56450003,0.0695,0.04185,0.10564999,0.06288,0.398,0.673,,0.0113,0.45,0.4882,,1.66,58.908,0.30547002,2.239,18.938,1.173,2.057,29.595,,,2.785,,12.800718,,,0.493082,,48474009600,44386390016,1442472960,1637918976,2035459000,1187766272,2787110912,2126055936,23567708160,,2984468
1263.HK,PC Partner Group Limited,Technology,Computer Hardware,3082,Sha Tin,Hong Kong,[],1,False,,,,,,,,,none,,,,0.03,HKD,387384000,1609372800,1672444800,1625011200,,1631664000,,0.49264,0.14770001,0.097849995,0.20864001,0.14054,1.081,27.588,,0.0726,1.06,0.0757,,1.465,46.564,0.76975,5.794,30.204,0.982,0.356,2.408,,,5.11,,2.1526418,,,1.691754,,4026812672,4261223936,6115509248,1671947008,795355000,2064563712,2241033984,921116032,11320264704,,5654925
1269.HK,China First Capital Group Limited,Consumer Cyclical,Auto Parts,3417,Central,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.413475,CNY,1345200000,1609372800,1672444800,1625011200,,,,0.22497,0.04745,-0.16275999,0.25048,-0.02683,0.177,,,,,0,,0.726,742.354,-0.45465,0.659,1.455,0.605,1.566,32.997,,,0.011,,21.727272,,,0.469286,,2298283008,321502784,529948992,69651000,310585000,-443811360,753430976,2488645120,1467940992,,1747939
0127.HK,Chinese Estates Holdings Limited,Financial Services,Capital Markets,473,Wanchai,Hong Kong,[],1,False,,,,,,,,,none,,,,0.414,HKD,1907619968,1609372800,1672444800,1625011200,,1622160000,,0.74999,0.79162,-0.11184,0.94781995,0.76894,-0.614,,,0.0074,0.02,,,0.594,33.468,-0.00693,1.68,0.942,0.507,5.757,7.273,,,12.989,,0.20478867,,,1.224445,,10346102784,5074269184,1214456960,1422624000,2906301000,2567902208,3204599040,8300545024,1797112064,,971253
1270.HK,Langham Hospitality Investments Limited,,,,,,,1,False,,4.2,1.01,1.01,1.01,1.01,2,,none,,,,,HKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722414592,,,667280000,,,,,,485874
1271.HK,Grand Ming Group Holdings Limited,Industrials,Engineering & Construction,185,Tsim Sha Tsui,Hong Kong,[],1,False,,,,,,,,,none,,,,0.286364,HKD,1419539968,1617148800,1680220800,1632960000,,1638144000,,0.74878997,0.15351,0.11455,0.18741,0.13196999,-0.254,-0.014,,0.010199999,0.08,0.7619,,0.922,180.731,0.06349,0.179,0.91,0.131,11.527,75.095,,,1.563,,5.0351887,,,0.254565,,14897883136,11171779584,1130096000,198387008,331109000,1044190016,254424000,4008900096,1292380032,,25322
1273.HK,Hong Kong Finance Group Limited,Financial Services,Mortgage Finance,41,Admiralty,Hong Kong,[],1,False,,,,,,,,,none,,,,0.112,HKD,415000000,1617148800,1680220800,1632960000,,1641168000,,0.73677003,0,0.57155,1,0.63552,-0.054,0.04,,0.0634,0.03,0.145,,2.327,55.275,0.11046,0.085,0.314,2.25,4.028,,,,1.704,,0.2523474,,,0.201992,,525576000,178450000,46716000,,133963000,,35359000,390784992,130467000,,27569
1277.HK,Kinetic Development Group Limited,Energy,Thermal Coal,823,Ordos,China,[],1,False,,,,,,,,,none,,,,0.076849,CNY,8430000128,1609372800,1672444800,1625011200,,1631491200,,0.7425,0.54142,0.35149,0.5232,0.51114,0.762,1.645,,0.2157,0.11,0.2795,,2.141,8.26,0.48114,0.286,0.469,1.847,0.55,1.016,,,0.404,,1.2871286,,,0.961815,,2172378112,4383600128,2124467968,2138711040,1282217000,1659372032,2408261120,281339008,3950202880,,2639875
1278.HK,China New Town Development Company Limited,Real Estate,Real Estate—Development,98,Yau Ma Tei,Hong Kong,[],1,False,,,,,,,,,none,,,,0.007762,CNY,9726249984,1609372800,1672444800,1625011200,,1594857600,,0.70172995,0.56238,-0.52676,0.84880996,0.55631,-0.319,2.281,,0.0458,0,,,3.783,19.897,-0.03404,0.261,0.033,2.961,-1.244,-2.213,,,0.417,,0.20383693,,,0.819037,,-404620288,826731264,457691008,182875008,350774000,488078496,2535849984,897862016,325180000,,808882
1272.HK,"Datang Environment Industry Group Co., Ltd.",Industrials,Waste Management,1074,Beijing,China,[],1,False,,,,,,,,,none,,,,,CNY,624296000,1609372800,1672444800,1632960000,,1625443200,,0.80617994,0.25765,0.06895,0.21364,0.12483,-0.228,0.489,,0.0525,0.05,0.4053,,1.176,62.288,0.03828,0.31,1.948,1.083,1.182,4.586,,,2.486,,0.39420757,,,0.902047,,6831592448,2908189184,1507741696,1489707520,1168302000,891538048,919231744,4656133632,5781862912,,22753
1283.HK,Accel Group Holdings Limited,Industrials,Engineering & Construction,177,Kowloon,Hong Kong,[],1,False,,,,,,,,,none,,,,,HKD,800000000,1617148800,1680220800,1632960000,,1639094400,,0.75,0.14129,0.12773,0.19464001,0.13986,0.17,-0.081,,0.0385,0.06,0.468,,3.534,3.303,0.20881,0.2,0.687,3.149,2.059,14.569,,,0.444,,3.5135133,,,-0.350206,,1131851008,1248000000,13304000,77687000,102602000,-25268876,159876000,11727000,549822976,,1110937
0128.HK,ENM Holdings Limited,Consumer Cyclical,Apparel Retail,122,Tsuen Wan,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.0443,HKD,1650659968,1609372800,1672444800,1625011200,,884822400,,0.44284,-0.36539,0.89434,0.63613,-0.41771,-0.081,,,,,0,,18.533,2.056,0.08403,0.445,0.061,17.466,1.635,-4.475,,,0.743,,0.9421265,,,1.39513,,164240096,1155462016,53138000,-36700000,65558000,-30667124,735259008,25220000,100439000,,1599718
1285.HK,Jiashili Group Limited,Consumer Defensive,Packaged Foods,2622,Kaiping,China,[],1,False,,,,,,,,,none,,,,0.24003,CNY,415000000,1609372800,1672444800,1625011200,,1634515200,,0.74813,0.11971,0.12172,0.3229,0.08103,-0.045,0.577,,0.1087,0.15,0.1039,,1.27,62.415,0.19532,1.122,3.579,0.714,0.522,4.358,,,2.348,,0.6601362,,,-0.096292,,774948992,643249984,249416000,177812000,510988000,-212144256,465808992,631192000,1485312000,,49828
1286.HK,Impro Precision Industries Limited,Industrials,Specialty Industrial Machinery,7011,Wan Chai,Hong Kong,[],1,False,,,2.6,2.6,2.6,2.6,1,3,hold,,,,,HKD,1883289984,1609372800,1672444800,1625011200,,1629849600,,0.61454,0.24215999,0.08777001,0.26619,0.14956,0.333,,,0.0312,0.06,0.2673,,1.847,22.468,0.07706,0.206,1.795,1.141,1.18,4.871,,,2.22,,0.8333333,,,0.621153,,3987079936,3484086528,747196032,818481984,767300000,-179130496,387440992,944246976,3379912960,,431812
1280.HK,"Qidian International Co., Ltd.",Consumer Cyclical,Specialty Retail,355,Yangzhou,China,[],1,False,,,,,,,,,none,,,,-0.958815,CNY,219280000,1609372800,1672444800,1625011200,,1307664000,,0.70634,-0.10067,-0.13633999,0.084910005,-0.11266,0.367,,,,,0,,0.313,,,0.105,2.402,0.091,1.294,-12.849,,,-1.449,,,,,0.835522,,511120640,129375192,12819000,-39779000,23963000,25005376,22933000,382240000,395144000,,21215
1281.HK,LongiTech Smart Energy Holding Limited,Utilities,Utilities—Independent Power Producers,268,Gaobeidian,China,[],1,False,,,,,,,,,none,,,,-0.199138,CNY,1484600064,1609372800,1672444800,1625011200,,,,0.65373003,0.09859,0.040939998,0.20458001,0.04851,3.123,,,,,0,,4.666,19.843,0.01835,0.157,0.382,3.966,0.412,4.174,,,0.799,,0.17271589,,,0.513558,,233444608,204874800,-146618000,55922000,87308000,18187624,232640000,236775008,567201024,,67647
1282.HK,Glory Sun Financial Group Limited,Industrials,Conglomerates,984,Central,Hong Kong,[],1,False,,,,,,,,,none,,,,0.0255,HKD,31387500544,1609372800,1672444800,1625011200,,1559520000,,0.53231996,0.01154,-0.01668,0.050240003,0.0028,0.48,0.547,,,,0,,1.403,126.8,-0.028239999,0.069,0.291,0.168,2.394,207.446,,,0.259,,0.7297297,,,0.404537,,21819195392,5932237312,-1138322048,105180000,385224000,-2775333376,2159260928,14539060224,9115537408,,18830269
1288.HK,Agricultural Bank of China Limited,Financial Services,Banks—Diversified,459000,Beijing,China,[],1,True,,3.4880955,2.64,4.88,3.8,3.73,21,2,buy,,0.84,,0.671774,CNY,30738800640,1609372800,1672444800,1632960000,,1623196800,,0.05649,0,0.44044998,0,0.5488,0.123,0.067,,0.080699995,0.22,0.292,,,,0.105909996,9.254,1.52,,0.727,,,,6.402,,0.4576695,,,0.620918,0.4,391541850112,1314181218304,-1010525995008,,494633000000,,3238788071424,2570756030464,538759004160,,85899763
1289.HK,Wuxi Sunlit Science and Technology Company Limited,Industrials,Specialty Industrial Machinery,142,Wuxi,China,[],1,False,,,,,,,,,none,,,,0.244475,CNY,32000000,1609372800,1672444800,1625011200,,1624320000,,,0.10795999,0.02337,0.20502001,0.055970002,1.529,1.561,,0.0639,0.06,1.6849,,4.075,,0.0066799996,1.041,1.409,2.478,-0.043,-0.401,,,4.924,,0.18683998,,,0.298284,,-7816000,117760000,-48592000,19475000,30259000,-88412000,133256000,0,180392992,,34093
0129.HK,Asia Standard International Group Limited,Financial Services,Asset Management,230,Wan Chai,Hong Kong,[],1,False,,,,,,,,,none,,,,0.55,HKD,1319779968,1617148800,1680220800,1632960000,,1630368000,,0.51892,0.41337,0.34261,0.97232,0.39235002,0.012,-0.776,,0.0341,0.03,0.0462,,2.568,104.01,0.04501,5.503,1.875,1.73,5.142,12.439,,,12.96,,0.06712963,,,1.144991,,12725924864,1148208640,165484000,1023036992,2393694000,-2371756544,7262957056,18319339520,2474841088,,75652
1290.HK,China Huirong Financial Holdings Limited,Financial Services,Mortgage Finance,138,Suzhou,China,[],1,False,,,,,,,,,none,,,,0.059945,CNY,1090329984,1609372800,1672444800,1625011200,,1590969600,,0.54215,0.38994,0.06062,0.59243,0.38786,0.084,14.854,,,,0,,3.576,35.079,0.01444,0.411,0.244,3.337,5.645,14.478,,,1.65,,0.6363636,,,1.08135,,1499181440,1144846464,-122001000,103552000,123713000,-68873000,447032000,683521024,265556992,,368093
1292.HK,"Changan Minsheng APLL Logistics Co., Ltd.",Industrials,Integrated Freight & Logistics,5131,Hong Kong,Hong Kong,[],1,False,,,,,,,,,none,,,,0.947131,CNY,162064000,1609372800,1672444800,1625011200,,1562112000,,0.13088,0.02111,0.00799,0.05673,0.007929999,0.729,,,,,0,,1.404,3.273,0.03195,6.593,37.141,1.385,-0.091,-4.315,,,11.874,,0.17433047,,,0.718766,,-548239424,335472480,147192000,127059000,237221000,115607128,1068532992,66993000,6019172864,,11000
1296.HK,Guodian Technology & Environment Group Corporation Limited,Industrials,Pollution & Treatment Controls,5425,Beijing,China,[],1,False,,,,,,,,,none,,,,-0.053416,CNY,1309769984,1609372800,1672444800,1625011200,,1400544000,,0.14074,0.04324,-0.0108,0.16859,0.01938,0.062,,,,,0,,1.126,146.271,-0.03948,1.096,2.622,0.862,0.687,15.894,,,0.969,,1.011352,,,0.713337,,10929943552,5942494720,551145024,687665024,2954867000,573660032,6646346752,11839057920,15901759488,,7952788
1297.HK,Sinosoft Technology Group Limited,Technology,Software—Application,392,Nanjing,China,[],1,False,,,1.94,1.94,1.94,1.94,1,,none,,,,0.222276,CNY,1222390016,1609372800,1672444800,1625011200,,1622419200,,0.61511004,0.048660003,0.75154,0.35543,0.03491,0.05,,,0.288,0.24,0.65480006,,7.483,3.683,0.20492001,0.247,0.445,6.936,1.457,29.95,,,1.557,,0.50096333,,,0.904814,,792204032,953464192,180134000,26451000,239271000,-63788624,302057984,70000000,543617024,,624240
1298.HK,Yunnan Energy International Co. Limited,Technology,Scientific & Technical Instruments,19,Wan Chai,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.0719,HKD,275436992,1609372800,1672444800,1625011200,,1462406400,,0.73046,-1.94085,-2.01903,-0.58285,-1.9566901,-0.497,,,,,0,,6.593,13.458,-0.37112,0.333,0.152,6.485,5.18,-2.669,,,0.68,,1.5882354,,,0.785289,,217199104,297471968,71637000,-81380000,-4491000,98652496,91704000,25203000,41930000,,3375
1293.HK,Grand Baoxin Auto Group Limited,Consumer Cyclical,Auto & Truck Dealerships,7042,Shanghai,China,[],1,False,,1.2115386,1.1,1.2,1.15,1.15,2,,none,,0.52,,0.24585,CNY,2837509888,1609372800,1672444800,1625011200,,1529366400,,0.75435996,0.0456,0.0126600005,0.05057,0.03783,0.362,3.241,,,,0,,1.385,91.846,0.06229,0.647,14.246,0.209,0.196,4.288,,,2.98,,0.21140939,,,0.962921,,7903832064,1787631232,2220112896,1843388032,1750085000,938023744,1834477056,7759158784,40422342656,,2142288
1301.HK,D&G Technology Holding Company Limited,Industrials,Engineering & Construction,385,Sheung Wan,Hong Kong,[],1,False,,,,,,,,,none,,,,0.040882,CNY,639408000,1609372800,1672444800,1625011200,,1496361600,,0.75349,-0.00858,0.04019,0.29007,-0.02982,0.536,,,,,0,,2.446,4.6,0.02744,0.334,0.715,1.293,1.262,-147.055,,,1.044,,0.98658997,,,-0.016602,,564985344,658590208,142052000,-3842000,77997000,120640376,213819008,30697000,447676000,,356656
1299.HK,AIA Group Limited,Financial Services,Insurance—Life,23000,Central,Hong Kong,[],1,True,,149.72221,81.95,139.97,112.52,111.51,28,1.6,buy,,0.54,,4.28285,USD,12097000448,1609372800,1672444800,1625011200,,1630540800,,0.00037999998,0.1702,0.123959996,0.23214,0.16777,0.216,0.475,,0.0176,1.38,0.3059,,1.655,22.51,0.11768,9.093,4.565,1.566,15.479,90.944,,,4.885,,16.550665,,,0.950193,,852513718272,978042486784,2184999936,9374000128,11710000000,-4482124800,109722001408,13374999552,55075000320,,21926477
1302.HK,LifeTech Scientific Corporation,Healthcare,Medical Devices,874,Shenzhen,China,[],1,False,,,,,,,,2,buy,,,,0.045558,CNY,4627789824,1609372800,1672444800,1625011200,,,,0.22059,0.27317,0.38717,0.80727994,0.21529,0.689,0.965,,,,0,,3.87,3.006,0.16209999,0.27,0.192,3.544,18.005,65.91,,,0.552,,5.652174,,,1.028223,,14952639488,14438704128,431756000,226863008,513145000,116786496,1248798976,77356000,830489984,,9053674
0130.HK,Moiselle International Holdings Limited,Consumer Cyclical,Apparel Manufacturing,357,North Point,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.51,HKD,287929984,1617148800,1680220800,1632960000,,1536537600,,0.68369,-0.51637,-0.27729,0.72119004,-0.60633,0.282,,,,,0,,0.737,19.148,-0.07745,0.046,0.493,0.389,1.163,-2.252,,,1.768,,0.1611991,,,0.250691,,165120048,82060048,-2416000,-73331000,86905000,-5658125,13103000,97262000,142012000,,29600
1300.HK,Trigiant Group Limited,Technology,Communication Equipment,931,Yixing,China,[],1,False,,,,,,,,,none,,,,0.223947,CNY,1791500032,1609372800,1672444800,1625011200,,1561593600,,0.69461,0.09725001,0.01288,0.16791001,0.08394,0.143,,,,,0,,2.568,41.932,0.01143,0.313,1.696,2.438,0.633,6.51,,,1.924,,0.27546775,,,0.867736,,1924157952,949494976,109927000,295547008,511372000,82066496,560270016,1445357952,3038938112,,291875
0013.HK,HUTCHMED (China) Limited,Healthcare,Biotechnology,1280,Central,Hong Kong,[],1,False,,,,,,,,,none,,,,15.75,USD,864531008,1609372800,1672444800,1625011200,,,,0.45723,-0.91745,-0.64052004,-0.62273,-0.94136,0.373,,,,,0,,4.405,3.62,-0.24134001,1.131,0.387,4.302,167.284,-182.336,,,1.172,,34.854946,,,0.584394,,46600847360,35316088832,-105009000,-255576992,-135319000,-86117872,950448000,36692000,278572992,,1075624
1305.HK,Wai Chi Holdings Company Limited,Technology,Electronic Components,2943,Kwun Tong,Hong Kong,[],1,False,,,,,,,,,none,,,,0.1,HKD,216824992,1609372800,1672444800,1625011200,,1442966400,,0.59089,0.061490003,0.02369,0.14348,0.03287,0.465,1.335,,,,0,,1.179,55.478,0.05436,0.504,7.745,0.624,0.352,5.727,,,3.604,,0.3190899,,,0.4228,,591306496,249348736,346363008,103249000,198712000,125508872,109187000,434401984,1679217024,,276296
1303.HK,Huili Resources (Group) Limited,Energy,Thermal Coal,61,Wan Chai,Hong Kong,[],1,False,,,,,,,,,none,,,,,CNY,1620000000,1609372800,1672444800,1625011200,,,,0.41748002,0,-0.0218,0.01368,-0.01349,25.167,,,,,0,,4.52,0.662,-0.027780002,0.084,0.359,3.478,0.226,,,,0.249,,0.9678715,,,-0.677919,,131525000,390420000,-47669000,,4249000,-14331125,135592000,2667000,581609984,,53156
1308.HK,SITC International Holdings Company Limited,Industrials,Integrated Freight & Logistics,1765,Causeway Bay,Hong Kong,[],1,False,,361.25,33.53,49.98,38.6,40.7,7,1.6,buy,,0.08,,0.645542,USD,2682119936,1609372800,1672444800,1625011200,,1640908800,,0.52167,0.34737998,0.31566998,0.37063,0.3168,0.796,3.086,,0.0681,2,0.3946,,2.115,37.521,0.57199,0.268,0.855,1.944,34.515,99.358,,,0.551,,52.45009,,,0.972329,,78572396544,77513261056,869168000,790798016,445031000,346264864,719414976,559324992,2276461056,,5048494
0131.HK,Cheuk Nang (Holdings) Limited,Real Estate,Real Estate—Development,78,Wan Chai,Hong Kong,[],1,False,,,,,,,,,none,,,,0.99,HKD,652676992,1625011200,1688083200,1625011200,,1637280000,,0.7473,0.60844004,0.14951,0.73547,0.60787,-0.535,14.472,,0.024,0.06,0.3043,,1.442,17.556,0.0217,3.095,1.539,0.728,1.032,1.696,,,10.531,,0.2440414,,,0.55617,,1026411968,1677379840,203687008,605152000,731494000,518189632,2020258048,1237869056,994588992,,8769
1310.HK,HKBN Ltd.,Communication Services,Telecom Services,5218,Kwai Chung,Hong Kong,[],1,False,,19.117647,10,15,13.5,12.69,7,2.4,buy,,0.51,,0.171,HKD,1311600000,1630368000,1693440000,1630368000,,1639612800,,0.045,0.18427,0.01804,0.38284,0.07111,0.048,,,0.079,0.75,5.5,,0.936,212.802,0.034479998,1.084,8.746,0.804,1.99,10.798,,,4.222,,2.309332,,,0.496402,,22810431488,12788100096,2354286080,2112449024,4388774000,1726640768,1421123968,11784476672,11463744512,,1233874
1312.HK,Tongfang Kontafarma Holdings Limited,Healthcare,Drug Manufacturers—Specialty & Generic,1213,Wan Chai,Hong Kong,[],1,False,,,,,,,,,none,,,,-0.0004,HKD,5588570112,1609372800,1672444800,1625011200,,1369612800,,0.65970004,0.02484,-0.29029,0.53703,-0.0369,0.005,,,,,0,,1.099,65.524,-0.06238,0.025,0.181,0.901,1.055,42.456,,,0.201,,0.23880596,,,0.416712,,1066919040,268251360,12352000,25130000,561110000,324398752,141875008,815777024,1011617024,,2642203
